userID;title;wrongAnswers;rightAnswers;matchesDone;companyID;name
71;Business Competition J&J;14;10;4;7;Johnson & Johnson
74;Business Competition Demo;3;7;1;6;Employerland
76;Business Competition Demo;3;7;1;6;Employerland
77;Business Competition Demo;1;9;1;6;Employerland
85;Business Competition Demo;5;5;1;6;Employerland
87;Business Competition Demo;5;45;5;6;Employerland
87;Business Competition J&J;7;5;2;7;Johnson & Johnson
87;Leroy Merlin;3;3;1;73;Leroy Merlin
90;Business Competition Demo;8;12;2;6;Employerland
90;Women@Bosch;4;2;1;3;Bosch
90;Leroy Merlin;21;27;8;73;Leroy Merlin
90;EY - Meet the Future Assurance;4;2;1;67;Employerland Demo
90;Bricoman;13;5;3;25;Bricoman Italia
90;Unilever Competition;12;6;3;5;Unilever
90;RAI Competition;35;43;13;128;RAI
105;Business Competition Demo;5;5;1;6;Employerland
108;Business Competition Demo;5;15;2;6;Employerland
113;Business Competition;6;4;1;6;Employerland
119;Business Competition Demo;5;5;1;6;Employerland
121;Business Competition Demo;4;6;1;6;Employerland
122;Business Competition Demo;1;9;1;6;Employerland
124;Business Competition Demo;3;7;1;6;Employerland
128;Business Competition Demo;6;4;1;6;Employerland
129;Business Competition Demo;2;8;1;6;Employerland
132;Business Competition Demo;2;8;1;6;Employerland
133;Business Competition Demo;8;12;2;6;Employerland
134;Business Competition;0;10;1;6;Employerland
136;Business Competition Demo;4;6;1;6;Employerland
137;Business Competition Demo;4;6;1;6;Employerland
143;The Luxottica Empowerment and Development (LEAD) Program;7;5;2;56;LUXOTTICA BRAZIL LTDA
145;Business Competition Demo;3;7;1;6;Employerland
148;Business Competition Demo;4;6;1;6;Employerland
150;Business Competition Demo;4;6;1;6;Employerland
150;Leroy Merlin;12;30;7;73;Leroy Merlin
150;EY - Meet the Future Assurance;2;4;1;67;Employerland Demo
150;Bosch Talent Competition;3;3;1;3;Bosch
151;Business Competition Demo;2;8;1;6;Employerland
154;Business Competition Demo;9;1;1;6;Employerland
155;Business Competition Demo;2;68;7;6;Employerland
156;Business Competition Demo;7;13;2;6;Employerland
161;Business Competition Demo;2;8;1;6;Employerland
164;Business Competition;6;4;1;6;Employerland
166;Business Competition Demo;5;5;1;6;Employerland
168;Recruiting Day;2;4;1;9;Elica
169;Business Competition;4;6;1;6;Employerland
177;Business Competition Demo;4;16;2;6;Employerland
177;Business Competition J&J;326;616;157;7;Johnson & Johnson
177;The Luxottica Empowerment and Development (LEAD) Program;20;4;4;56;LUXOTTICA BRAZIL LTDA
177;Unilever Business Digital Competition;50;10;10;5;Unilever
177;Leroy Merlin;3;3;1;73;Leroy Merlin
177;EY - Meet the Future Assurance;14;10;4;67;Employerland Demo
177;Bricoman;9;3;2;25;Bricoman Italia
177;EY - Meet the Future - Assurance;4;2;1;81;EY
177;Lottomatica Flash Competition;28;8;6;88;Lottomatica
177;Recruiting Day;13;5;3;9;Elica
177;Finance Day Competition;5;1;1;36;Roche
177;Whirlpool Competition;9;3;2;110;Whirlpool
177;"Datalogic Competition ";14;4;3;100;Datalogic
177;Whirlpool Competition;11;1;2;110;Whirlpool
177;Business Competition di Tech Data;16;8;4;111;Tech Data
177;EY - Meet the Future - Assurance;20;10;5;81;EY
177;EY - Meet the Future;17;1;3;81;EY
179;Business Competition Demo;8;2;1;6;Employerland
179;Business Competition J&J;12;12;4;7;Johnson & Johnson
179;The Luxottica Empowerment and Development (LEAD) Program;12;6;3;56;LUXOTTICA BRAZIL LTDA
179;Women@Bosch;24;6;5;3;Bosch
179;Unilever Business Digital Competition;22;14;6;5;Unilever
179;Leroy Merlin;22;8;5;73;Leroy Merlin
179;EY - Meet the Future Assurance;19;5;4;67;Employerland Demo
179;Finance Day@Roche;4;2;1;99;Roche UK
179;EY - Meet the Future - Assurance;10;2;2;81;EY
179;Finance Day Competition;26;4;5;36;Roche
179;Unilever Competition;4;2;1;5;Unilever
179;Microsoft Competition;6;6;2;34;Microsoft
179;RAI Competition;6;6;2;128;RAI
179;Recruiting Day;3;3;1;129;Aeroporti di Roma
181;Business Competition Demo;11;39;5;6;Employerland
182;Business Competition Demo;4;6;1;6;Employerland
184;Business Competition;5;5;1;6;Employerland
190;Business Competition Demo;4;6;1;6;Employerland
202;Unilever Business Digital Competition;9;9;3;5;Unilever
206;Business Competition;2;8;1;6;Employerland
213;Business Competition Demo;3;7;1;6;Employerland
220;Business Competition Demo;1;19;2;6;Employerland
221;Business Competition;6;4;1;6;Employerland
222;Business Competition Demo;3;7;1;6;Employerland
223;Business Competition;5;5;1;6;Employerland
230;Business Competition Demo;2;18;2;6;Employerland
231;Business Competition Demo;6;10;2;6;Employerland
231;Women@Bosch;4;2;1;3;Bosch
231;Leroy Merlin;0;6;1;73;Leroy Merlin
231;EY - Meet the Future Assurance;1;5;1;67;Employerland Demo
231;Recruiting Day;29;31;10;9;Elica
231;Bosch Talent Competition;5;1;1;3;Bosch
234;Business Competition Demo;0;10;1;6;Employerland
235;Business Competition Demo;4;6;1;6;Employerland
238;Business Competition Demo;2;48;5;6;Employerland
240;Business Competition Demo;4;6;1;6;Employerland
243;Business Competition Demo;2;8;1;6;Employerland
244;Business Competition Demo;1;9;1;6;Employerland
245;Business Competition Demo;1;9;1;6;Employerland
250;Business Competition;9;1;1;6;Employerland
259;Business Competition Demo;3;7;1;6;Employerland
267;Business Competition;7;3;1;6;Employerland
273;Business Competition Demo;12;128;14;6;Employerland
275;Business Competition Demo;2;8;1;6;Employerland
276;Business Competition Demo;0;10;1;6;Employerland
280;Business Competition;9;51;6;6;Employerland
285;Business Competition Demo;1;9;1;6;Employerland
286;Business Competition Demo;1;9;1;6;Employerland
298;Business Competition Demo;2;8;1;6;Employerland
304;Business Competition Demo;1;19;2;6;Employerland
308;Business Competition Demo;4;16;2;6;Employerland
311;Business Competition Demo;2;8;1;6;Employerland
315;Business Competition Demo;2;8;1;6;Employerland
326;Business Competition;2;8;1;6;Employerland
327;Business Competition Demo;4;6;1;6;Employerland
328;Business Competition Demo;4;6;1;6;Employerland
331;Business Competition Demo;3;7;1;6;Employerland
331;Business Competition J&J;3;3;1;7;Johnson & Johnson
331;Women@Bosch;5;1;1;3;Bosch
331;Unilever Business Digital Competition;9;3;2;5;Unilever
332;Business Competition Demo;3;7;1;6;Employerland
334;Business Competition Demo;2;8;1;6;Employerland
339;Business Competition Demo;7;3;1;6;Employerland
341;Business Competition Demo;2;8;1;6;Employerland
342;Business Competition Demo;2;8;1;6;Employerland
342;EY - Meet the Future;136;140;46;81;EY
342;Università Europea di Roma;41;259;50;109;Università Europea di Roma
344;Business Competition Demo;7;13;2;6;Employerland
345;Business Competition Demo;3;17;2;6;Employerland
349;Business Competition Demo;2;8;1;6;Employerland
350;Finance Day Competition;13;5;3;36;Roche
350;Finance Day Competition;12;12;4;36;Roche
350;Science@Chiesi Competition;4;2;1;284;Chiesi Group
351;Business Competition Demo;2;8;1;6;Employerland
355;Business Competition Demo;8;12;2;6;Employerland
356;Business Competition Demo;11;119;13;6;Employerland
358;Business Competition Demo;1;9;1;6;Employerland
360;Business Competition Demo;0;10;1;6;Employerland
361;Business Competition Demo;6;74;8;6;Employerland
362;Business Competition Demo;3;37;4;6;Employerland
362;Business Competition J&J;24;18;7;7;Johnson & Johnson
363;Business Competition Demo;2;8;1;6;Employerland
365;Business Competition Demo;2;8;1;6;Employerland
367;Business Competition Demo;2;8;1;6;Employerland
368;Business Competition Demo;7;23;3;6;Employerland
369;Business Competition Demo;5;25;3;6;Employerland
369;Business Competition J&J;18;6;4;7;Johnson & Johnson
371;Business Competition Demo;3;7;1;6;Employerland
372;Business Competition Demo;3;7;1;6;Employerland
374;Business Competition Demo;6;4;1;6;Employerland
376;Business Competition Demo;2;8;1;6;Employerland
381;Business Competition Demo;0;10;1;6;Employerland
383;Business Competition Demo;8;22;3;6;Employerland
384;Business Competition Demo;4;6;1;6;Employerland
389;Business Competition Demo;0;10;1;6;Employerland
390;Business Competition Demo;1;9;1;6;Employerland
392;Business Competition Demo;3;7;1;6;Employerland
393;Business Competition Demo;2;8;1;6;Employerland
395;Business Competition Demo;1;9;1;6;Employerland
396;Business Competition Demo;5;25;3;6;Employerland
398;Business Competition;3;7;1;6;Employerland
402;Business Competition Demo;3;7;1;6;Employerland
403;Business Competition Demo;7;113;12;6;Employerland
406;Business Competition Demo;3;7;1;6;Employerland
407;Business Competition Demo;1;19;2;6;Employerland
411;Business Competition Demo;3;7;1;6;Employerland
413;Business Competition Demo;18;2;2;6;Employerland
419;Business Competition Demo;2;8;1;6;Employerland
423;Business Competition Demo;1;19;2;6;Employerland
424;Business Competition Demo;2;28;3;6;Employerland
424;Business Competition;1;9;1;6;Employerland
433;Business Competition Demo;7;15;3;6;Employerland
433;RAI Competition;25;77;17;128;RAI
435;Business Competition Demo;4;6;1;6;Employerland
439;Business Competition Demo;0;10;1;6;Employerland
443;Business Competition Demo;5;15;2;6;Employerland
444;Business Competition Demo;1;9;1;6;Employerland
447;Business Competition Demo;3;7;1;6;Employerland
453;Business Competition Demo;2;8;1;6;Employerland
453;Women@Bosch;67;77;24;3;Bosch
453;Unilever Business Digital Competition;66;84;25;5;Unilever
453;EY - Meet the Future Assurance;4;8;2;67;Employerland Demo
455;Business Competition Demo;9;11;2;6;Employerland
462;Business Competition Demo;2;18;2;6;Employerland
463;Business Competition Demo;0;10;1;6;Employerland
466;Business Competition Demo;0;10;1;6;Employerland
467;Business Competition Demo;1;149;15;6;Employerland
469;Business Competition J&J;3;3;1;7;Johnson & Johnson
469;The Luxottica Empowerment and Development (LEAD) Program;19;5;4;56;LUXOTTICA BRAZIL LTDA
474;Business Competition Demo;3;7;1;6;Employerland
474;Unilever Business Digital Competition;76;224;50;5;Unilever
474;EY - Meet the Future Assurance;38;262;50;67;Employerland Demo
474;EY - Meet the Future;13;29;7;81;EY
474;Università Europea di Roma;13;41;9;109;Università Europea di Roma
481;Business Competition Demo;4;6;1;6;Employerland
488;Business Competition;6;4;1;6;Employerland
489;Business Competition Demo;1;9;1;6;Employerland
490;Business Competition Demo;1;19;2;6;Employerland
494;Business Competition J&J;38;16;9;7;Johnson & Johnson
494;Women@Bosch;8;10;3;3;Bosch
494;Unilever Business Digital Competition;19;11;5;5;Unilever
494;Leroy Merlin;10;20;5;73;Leroy Merlin
494;EY - Meet the Future Assurance;13;11;4;67;Employerland Demo
494;Bricoman;10;14;4;25;Bricoman Italia
497;Business Competition Demo;3;7;1;6;Employerland
499;Business Competition Demo;2;8;1;6;Employerland
507;Business Competition Demo;6;14;2;6;Employerland
521;Business Competition Demo;5;5;1;6;Employerland
529;Business Competition;3;7;1;6;Employerland
531;Business Competition Demo;3;17;2;6;Employerland
531;Business Competition J&J;37;29;11;7;Johnson & Johnson
531;Bosch Talent Competition;67;83;25;3;Bosch
532;Business Competition Demo;6;24;3;6;Employerland
533;Business Competition Demo;6;16;3;6;Employerland
539;Business Competition Demo;10;10;2;6;Employerland
539;Business Competition J&J;13;5;3;7;Johnson & Johnson
539;The Luxottica Empowerment and Development (LEAD) Program;5;1;1;56;LUXOTTICA BRAZIL LTDA
539;Women@Bosch;16;8;4;3;Bosch
539;EY - Meet the Future Assurance;3;3;1;67;Employerland Demo
539;Bricoman;2;4;1;25;Bricoman Italia
544;Business Competition Demo;3;7;1;6;Employerland
547;Business Competition Demo;1;9;1;6;Employerland
547;Business Competition J&J;47;31;13;7;Johnson & Johnson
547;Unilever Business Digital Competition;85;215;50;5;Unilever
547;EY - Meet the Future Assurance;59;241;50;67;Employerland Demo
547;Finance Day Competition;14;10;4;36;Roche
562;Business Competition Demo;2;38;4;6;Employerland
567;Business Competition Demo;1;9;1;6;Employerland
568;Business Competition Demo;2;8;1;6;Employerland
570;Business Competition Demo;56;34;9;6;Employerland
570;The Luxottica Empowerment and Development (LEAD) Program;22;8;5;56;LUXOTTICA BRAZIL LTDA
574;Business Competition Demo;7;13;2;6;Employerland
595;Business Competition Demo;1;9;1;6;Employerland
601;Business Competition Demo;6;110;12;6;Employerland
601;Business Competition J&J;68;76;24;7;Johnson & Johnson
601;Women@Bosch;209;523;122;3;Bosch
601;Unilever Business Digital Competition;101;199;50;5;Unilever
601;Leroy Merlin;9;3;2;73;Leroy Merlin
601;EY - Meet the Future Assurance;79;221;50;67;Employerland Demo
601;Bricoman;3;9;2;25;Bricoman Italia
601;Lottomatica Flash Competition;5;7;2;88;Lottomatica
601;Recruiting Day;15;9;4;9;Elica
601;Microsoft Competition;4;20;4;34;Microsoft
601;RAI Competition;28;86;19;128;RAI
601;EY - Meet the Future;2;4;1;81;EY
601;Università Europea di Roma;6;6;2;109;Università Europea di Roma
601;Bosch Talent Competition;8;10;3;3;Bosch
601;Deloitte #melomerito;3;3;1;267;Deloitte
601;Wind Tre On-stage Competition;3;9;2;308;Wind Tre
603;Business Competition Demo;5;5;1;6;Employerland
605;Business Competition Demo;3;7;1;6;Employerland
627;Business Competition Demo;10;20;3;6;Employerland
639;Business Competition Demo;5;5;1;6;Employerland
639;Business Competition;7;3;1;6;Employerland
643;Business Competition Demo;2;8;1;6;Employerland
662;Business Competition Demo;0;10;1;6;Employerland
663;Business Competition Demo;1;9;1;6;Employerland
671;Business Competition Demo;4;16;2;6;Employerland
672;Business Competition Demo;1;9;1;6;Employerland
672;The Luxottica Empowerment and Development (LEAD) Program;6;0;1;56;LUXOTTICA BRAZIL LTDA
672;RAI Competition;3;3;1;128;RAI
672;Recruiting Day;4;2;1;129;Aeroporti di Roma
673;Business Competition Demo;3;7;1;6;Employerland
674;Business Competition Demo;2;28;3;6;Employerland
674;The Luxottica Empowerment and Development (LEAD) Program;5;1;1;56;LUXOTTICA BRAZIL LTDA
674;Unilever Business Digital Competition;7;5;2;5;Unilever
674;EY - Meet the Future Assurance;11;7;3;67;Employerland Demo
674;Bricoman;3;3;1;25;Bricoman Italia
674;Finance Day Competition;3;3;1;36;Roche
674;RAI Competition;17;19;6;128;RAI
674;Business Competition di Tech Data;8;4;2;111;Tech Data
674;Bosch Talent Competition;2;4;1;3;Bosch
674;Calzedonia Competition;0;6;1;240;Calzedonia
677;Business Competition Demo;1;9;1;6;Employerland
681;Business Competition;10;6;2;6;Employerland
681;Bosch Talent Competition;5;7;2;3;Bosch
704;Business Competition;5;15;2;6;Employerland
714;Business Competition Demo;0;10;1;6;Employerland
720;Business Competition Demo;0;10;1;6;Employerland
722;Business Competition Demo;1;11;2;6;Employerland
722;Unilever Competition;26;40;11;5;Unilever
724;Business Competition Demo;1;19;2;6;Employerland
725;Business Competition Demo;3;7;1;6;Employerland
728;Business Competition Demo;7;3;1;6;Employerland
731;Business Competition Demo;15;57;12;6;Employerland
731;Lottomatica Flash Competition;4;2;1;88;Lottomatica
731;Leroy Merlin Competition;110;190;50;73;Leroy Merlin
731;RAI Competition;9;15;4;128;RAI
731;Recruiting Day;32;52;14;129;Aeroporti di Roma
731;EY - Meet the Future;181;119;50;81;EY
731;Lidl - Special Competition;3;3;1;58;Lidl Italia
731;Eurobet Italia;9;3;2;55;Eurobet Italia
742;Business Competition Demo;5;15;2;6;Employerland
742;Business Competition J&J;7;5;2;7;Johnson & Johnson
742;Women@Bosch;5;1;1;3;Bosch
742;Unilever Business Digital Competition;114;186;50;5;Unilever
742;EY - Meet the Future Assurance;24;24;8;67;Employerland Demo
742;Unilever Competition;119;181;50;5;Unilever
742;RAI Competition;14;16;5;128;RAI
742;Bosch Talent Competition;15;9;4;3;Bosch
742;Meet the Future – Graduate Program Transaction Advisory Services;28;44;12;81;EY
746;Business Competition J&J;52;32;14;7;Johnson & Johnson
746;Unilever Business Digital Competition;16;8;4;5;Unilever
750;Business Competition Demo;3;7;1;6;Employerland
751;Business Competition Demo;3;7;1;6;Employerland
760;Business Competition Demo;3;7;1;6;Employerland
765;Business Competition Demo;2;8;1;6;Employerland
768;Business Competition Demo;7;3;1;6;Employerland
768;Business Competition J&J;4;2;1;7;Johnson & Johnson
781;Business Competition Demo;3;27;3;6;Employerland
782;Business Competition Demo;1;9;1;6;Employerland
784;Business Competition Demo;3;17;2;6;Employerland
787;Business Competition Demo;0;10;1;6;Employerland
788;Business Competition Demo;4;6;1;6;Employerland
791;Business Competition Demo;1;9;1;6;Employerland
792;Business Competition Demo;4;26;3;6;Employerland
794;Business Competition Demo;1;39;4;6;Employerland
799;Business Competition Demo;6;4;1;6;Employerland
807;Business Competition Demo;3;17;2;6;Employerland
808;Business Competition Demo;6;4;1;6;Employerland
810;Business Competition Demo;0;10;1;6;Employerland
819;Business Competition;4;6;1;6;Employerland
819;The Luxottica Empowerment and Development (LEAD) Program;3;9;2;56;LUXOTTICA BRAZIL LTDA
846;Business Competition Demo;4;6;1;6;Employerland
865;Business Competition Demo;11;9;2;6;Employerland
876;Business Competition Demo;5;5;1;6;Employerland
888;Business Competition Demo;4;66;7;6;Employerland
888;Business Competition J&J;516;1248;294;7;Johnson & Johnson
888;Women@Bosch;36;18;9;3;Bosch
888;Bricoman;4;2;1;25;Bricoman Italia
888;EY - Meet the Future - Assurance;4;2;1;81;EY
888;Recruiting Day;3;3;1;9;Elica
888;Microsoft Competition;1;5;1;34;Microsoft
888;RAI Competition;1;5;1;128;RAI
888;Recruiting Day;24;66;15;129;Aeroporti di Roma
888;EY - Meet the Future - Assurance;9;3;2;81;EY
888;Calzedonia Competition;22;74;16;240;Calzedonia
888;Il tuo trampolino di lancio verso il mondo del lavoro!;36;36;12;597;MAG HOTELS
894;Business Competition Demo;1;9;1;6;Employerland
897;Business Competition Demo;0;10;1;6;Employerland
902;Business Competition Demo;5;25;3;6;Employerland
902;Business Competition J&J;3;9;2;7;Johnson & Johnson
902;Women@Bosch;45;45;15;3;Bosch
903;Business Competition Demo;5;5;1;6;Employerland
909;Business Competition Demo;4;6;1;6;Employerland
913;Business Competition Demo;4;6;1;6;Employerland
914;Business Competition Demo;1;9;1;6;Employerland
920;Business Competition Demo;2;8;1;6;Employerland
924;Business Competition;2;38;4;6;Employerland
928;Business Competition Demo;9;61;7;6;Employerland
931;Business Competition Demo;4;6;1;6;Employerland
932;Business Competition Demo;4;6;1;6;Employerland
934;Business Competition;4;6;1;6;Employerland
935;Business Competition Demo;0;10;1;6;Employerland
937;Business Competition Demo;1;9;1;6;Employerland
940;Business Competition;5;5;1;6;Employerland
943;Business Competition Demo;2;8;1;6;Employerland
943;Business Competition J&J;13;11;4;7;Johnson & Johnson
943;Unilever Business Digital Competition;3;3;1;5;Unilever
947;Business Competition Demo;2;8;1;6;Employerland
957;Business Competition Demo;4;6;1;6;Employerland
980;Business Competition Demo;2;8;1;6;Employerland
985;Business Competition Demo;0;10;1;6;Employerland
988;Business Competition Demo;7;3;1;6;Employerland
1003;Business Competition Demo;3;7;1;6;Employerland
1005;Business Competition Demo;2;8;1;6;Employerland
1007;Business Competition;8;2;1;6;Employerland
1013;Business Competition Demo;8;12;2;6;Employerland
1028;Business Competition Demo;5;5;1;6;Employerland
1033;Business Competition Demo;1;9;1;6;Employerland
1034;Business Competition Demo;2;8;1;6;Employerland
1035;Business Competition;3;7;1;6;Employerland
1036;Business Competition Demo;2;8;1;6;Employerland
1037;Business Competition Demo;3;7;1;6;Employerland
1044;Business Competition Demo;6;4;1;6;Employerland
1048;Business Competition Demo;3;7;1;6;Employerland
1049;Business Competition Demo;9;11;2;6;Employerland
1052;Business Competition Demo;4;6;1;6;Employerland
1053;Business Competition Demo;2;8;1;6;Employerland
1054;Business Competition Demo;2;8;1;6;Employerland
1057;Business Competition Demo;1;9;1;6;Employerland
1059;Business Competition Demo;6;4;1;6;Employerland
1064;Business Competition Demo;3;7;1;6;Employerland
1067;Business Competition Demo;10;90;10;6;Employerland
1070;Business Competition Demo;6;14;2;6;Employerland
1071;Business Competition Demo;3;7;1;6;Employerland
1072;Business Competition Demo;4;6;1;6;Employerland
1073;Business Competition Demo;3;7;1;6;Employerland
1075;Business Competition Demo;3;7;1;6;Employerland
1076;Business Competition Demo;2;8;1;6;Employerland
1078;Business Competition;3;7;1;6;Employerland
1080;Business Competition Demo;6;4;1;6;Employerland
1089;Business Competition Demo;4;6;1;6;Employerland
1095;Business Competition Demo;4;6;1;6;Employerland
1109;Business Competition Demo;3;7;1;6;Employerland
1110;Business Competition Demo;4;6;1;6;Employerland
1117;Business Competition Demo;8;2;1;6;Employerland
1118;Business Competition Demo;6;4;1;6;Employerland
1120;Business Competition Demo;2;8;1;6;Employerland
1121;Business Competition Demo;4;6;1;6;Employerland
1128;Business Competition Demo;5;5;1;6;Employerland
1133;Business Competition Demo;3;17;2;6;Employerland
1141;Business Competition Demo;4;16;2;6;Employerland
1148;Business Competition Demo;4;6;1;6;Employerland
1159;Business Competition Demo;6;4;1;6;Employerland
1160;Business Competition;4;6;1;6;Employerland
1169;Business Competition Demo;7;13;2;6;Employerland
1172;Business Competition Demo;3;17;2;6;Employerland
1177;Business Competition Demo;8;2;1;6;Employerland
1182;Business Competition Demo;6;14;2;6;Employerland
1182;Unilever Business Digital Competition;8;4;2;5;Unilever
1182;Leroy Merlin;5;1;1;73;Leroy Merlin
1182;EY - Meet the Future Assurance;30;42;12;67;Employerland Demo
1182;Bricoman;3;3;1;25;Bricoman Italia
1183;Business Competition Demo;5;5;1;6;Employerland
1189;Business Competition Demo;7;3;1;6;Employerland
1194;Business Competition Demo;4;6;1;6;Employerland
1195;Business Competition Demo;2;38;4;6;Employerland
1197;Business Competition Demo;7;3;1;6;Employerland
1204;Business Competition Demo;5;5;1;6;Employerland
1209;Business Competition Demo;2;18;2;6;Employerland
1212;Business Competition Demo;2;8;1;6;Employerland
1214;Business Competition Demo;4;6;1;6;Employerland
1221;Business Competition Demo;5;5;1;6;Employerland
1222;Business Competition Demo;3;7;1;6;Employerland
1227;Business Competition Demo;3;7;1;6;Employerland
1230;Business Competition Demo;3;7;1;6;Employerland
1238;Business Competition Demo;3;7;1;6;Employerland
1250;Business Competition Demo;7;3;1;6;Employerland
1255;Business Competition Demo;3;7;1;6;Employerland
1258;Business Competition Demo;3;7;1;6;Employerland
1263;Business Competition Demo;2;8;1;6;Employerland
1271;Business Competition Demo;4;36;4;6;Employerland
1271;Università Europea di Roma;15;21;6;109;Università Europea di Roma
1271;Bosch Talent Competition;7;5;2;3;Bosch
1271;Meet the Future - TAX & LAW;103;197;50;81;EY
1271;Calzedonia Competition;22;86;18;240;Calzedonia
1277;Business Competition Demo;5;5;1;6;Employerland
1281;Business Competition Demo;1;9;1;6;Employerland
1293;Business Competition Demo;3;7;1;6;Employerland
1295;Business Competition Demo;0;10;1;6;Employerland
1307;Business Competition;4;16;2;6;Employerland
1310;Business Competition Demo;0;10;1;6;Employerland
1310;Business Competition;3;7;1;6;Employerland
1310;EY - Meet the Future;16;20;6;81;EY
1313;Business Competition Demo;2;8;1;6;Employerland
1320;Business Competition Demo;1;9;1;6;Employerland
1320;Business Competition J&J;4;2;1;7;Johnson & Johnson
1320;Women@Bosch;13;5;3;3;Bosch
1320;Bricoman;3;3;1;25;Bricoman Italia
1331;Business Competition Demo;1;19;2;6;Employerland
1331;Business Competition J&J;28;20;8;7;Johnson & Johnson
1331;Women@Bosch;4;2;1;3;Bosch
1331;EY - Meet the Future Assurance;13;23;6;67;Employerland Demo
1331;EY - Meet the Future - Assurance;69;135;34;81;EY
1342;Business Competition Demo;4;6;1;6;Employerland
1348;Business Competition;6;6;2;6;Employerland
1348;Bosch Talent Competition;6;0;1;3;Bosch
1349;Business Competition Demo;1;9;1;6;Employerland
1350;Business Competition Demo;2;38;4;6;Employerland
1354;Business Competition Demo;5;35;4;6;Employerland
1356;Business Competition Demo;5;5;1;6;Employerland
1357;Business Competition Demo;4;6;1;6;Employerland
1359;Business Competition Demo;3;7;1;6;Employerland
1362;Business Competition Demo;2;8;1;6;Employerland
1362;Business Competition J&J;20;16;6;7;Johnson & Johnson
1375;Business Competition Demo;2;8;1;6;Employerland
1384;Business Competition Demo;2;8;1;6;Employerland
1385;Business Competition Demo;4;6;1;6;Employerland
1386;Business Competition Demo;2;18;2;6;Employerland
1389;Business Competition Demo;6;4;1;6;Employerland
1391;Business Competition Demo;1;9;1;6;Employerland
1392;Business Competition Demo;1;9;1;6;Employerland
1405;Business Competition Demo;3;7;1;6;Employerland
1408;Business Competition Demo;3;17;2;6;Employerland
1411;Business Competition Demo;2;8;1;6;Employerland
1413;Business Competition Demo;0;20;2;6;Employerland
1416;Business Competition Demo;13;187;20;6;Employerland
1418;Business Competition Demo;4;6;1;6;Employerland
1423;Business Competition Demo;6;4;1;6;Employerland
1424;Business Competition Demo;1;9;1;6;Employerland
1425;Business Competition Demo;1;9;1;6;Employerland
1429;Business Competition Demo;4;6;1;6;Employerland
1431;Business Competition Demo;3;7;1;6;Employerland
1432;Business Competition Demo;1;9;1;6;Employerland
1437;Business Competition Demo;2;8;1;6;Employerland
1441;Business Competition Demo;5;5;1;6;Employerland
1445;Business Competition Demo;10;20;3;6;Employerland
1448;Business Competition Demo;6;4;1;6;Employerland
1449;Business Competition Demo;2;8;1;6;Employerland
1450;Business Competition Demo;4;6;1;6;Employerland
1453;Business Competition Demo;1;9;1;6;Employerland
1455;Business Competition Demo;5;5;1;6;Employerland
1456;Business Competition Demo;5;5;1;6;Employerland
1457;Business Competition Demo;1;9;1;6;Employerland
1458;Business Competition Demo;4;6;1;6;Employerland
1458;Unilever Business Digital Competition;13;17;5;5;Unilever
1458;Leroy Merlin;21;21;7;73;Leroy Merlin
1458;EY - Meet the Future Assurance;6;12;3;67;Employerland Demo
